login,location,bio,createdAt,country
Username_49_1,United States,Frontend Web Developer | I am focused on building responsive web applications using React.,2022-01-05T15:39:52Z,US
Username_49_2,"Recife, Pernambuco, Brazil",Data Scientist at Neurotech - Uma empresa B3 | Master's student in Economics at PIMES/UFPE ,2024-01-24T19:33:40Z,BR
Username_49_3,Scotland United Kingdom,"Courteous and enthusiastic. I am fascinated by web development programming, e.g. developing apps and building websites. ",2021-01-19T18:28:11Z,UK
Username_49_4,Brazil,Business Intelligence | Data Analyst | Power BI | SQL | Python | DataViz | Problem Solver | Business Consultant,2022-01-06T13:11:15Z,BR
Username_49_5,United Kingdom,A frontend developer with a passion for crafting beautiful interfaces and incredible experiences,2021-01-22T01:23:05Z,UK
Username_49_6,United States,"I speak fluent cloud, webdev? Beta testing. (Your infrastructure is in good hands.)",2021-01-28T20:17:32Z,US
Username_49_7,Indiana ,6ft8in Homo erectus Homo sapien that likes to have some  2% milk,2024-01-11T15:24:40Z,IN
Username_49_8,Nigeria,"I do front end design, I write codes in java and python",2021-01-19T12:15:41Z,NG
Username_49_9,"Gurugram, Haryana, India",💻 Software Developer | Python & Web Dev Enthusiast 🚀 | MCA Student | Ex-Accenture | 📫 yash.knp22@gmail.com,2024-01-15T17:35:48Z,IN
Username_49_10,Lagos Nigeria.,Software Engineer - Frontend Developer. CSS Tailwind | JavaScript | ReactJS | TypeScript.,2024-01-10T01:26:40Z,NG
