login,location,bio,createdAt,country
Username_39_1,United States,🏡 We expertise in high-end real estate marketing services with an unbeatable price.,2023-01-06T08:14:19Z,US
Username_39_2,united states,Anime lover creating tools and projects to enhance the anime streaming experience for fans worldwide,2025-01-17T12:22:23Z,US
Username_39_3,Nigeria,PlatON Dev. Ambassador | Product Marketer | Community Manager | Blockchain Podcaster,2021-01-21T22:47:28Z,NG
Username_39_4,United Kingdom,"Code is like humor. When you have to explain it, it’s bad.",2022-01-13T13:16:43Z,UK
Username_39_5,United Kingdom,Motivated and detail-focused cybersecurity analyst with a strong foundation in digital transformation and IT project delivery.,2025-01-02T07:24:22Z,UK
Username_39_6,"Manaus, AM - Brazil",I'm a computer engineering. I have a lot of passion and interest in learning about technology.,2022-01-03T12:30:50Z,BR
Username_39_7,"Lagos, Nigeria",Full Stack Software Developer | Health-Tech Professional | ALX Alumni | AI Enthusiast.🌍,2023-01-17T09:14:14Z,NG
Username_39_8,"Kolkata, India",Power BI Developer || MySQL || SQL Server || Python || Alteryx || AWS,2023-01-07T15:48:50Z,IN
Username_39_9,"Boa Vista, Roraima, Brazil",Economics and Data Science Scientific Researcher Brazilian Agricultural Research Corporation (Embrapa),2025-01-07T13:06:07Z,BR
Username_39_10,India," Programming languages:Python ,   Javascript, C, C++.   ",2022-01-03T09:21:51Z,IN
