login,location,bio,createdAt,country
Username_58_1,"Mumbai, India","Shaping human-centered systems with tech, design, and intention. Currently crafting Mentoria Connect.",2025-01-17T12:38:01Z,IN
Username_58_2,united kingdom,Artificial intelligence enthusiast. Aspire to be at the forefront to explore & shape the future of AI.,2021-01-26T08:35:05Z,UK
Username_58_3,"Florianópolis, Brazil","15y, Brazillian, starting to learn about the world of programming. 😁",2023-01-17T22:51:17Z,BR
Username_58_4,United States,"Data & Analytics | MS in Computer Science @ New Jersey Institute of Technology, NJ",2022-01-18T06:45:52Z,US
Username_58_5,Nigeria,"Experienced front-end & mobile developer adept in HTML, CSS, and JavaScript,  ReactJs & ReactNative",2022-01-04T17:39:43Z,NG
Username_58_6,India,"I am a software engineer, programming enthusiast. I like to learn new technologies.",2021-01-17T09:45:26Z,IN
Username_58_7,United States,"hs c/o '27, aspiring biochem student, performer, bunny mom, cgwc",2025-01-28T03:17:05Z,US
Username_58_8,"Festac, Lagos, Nigeria",Frontend Developer || React || Tailwind || JavaScript || Vanilla CSS || HTML,2025-01-24T10:05:38Z,NG
Username_58_9,United Kingdom,it's funny how things that were so important turn out to be nothing.,2024-01-24T13:42:55Z,UK
Username_58_10,Brazil,Tech Education Analyst at DIOㅤㅤㅤㅤㅤ 👩‍💻 Front-end Developer ㅤㅤㅤㅤㅤㅤㅤ 💻 @casalfullstack @lucasyanm,2022-01-10T18:24:42Z,BR
