login,location,bio,createdAt,country
Username_41_1,"Delhi, India",Please React when you read this cause I don't Node how else to Express myself! ,2021-01-30T15:56:48Z,IN
Username_41_2,"Lagos, Nigeria",Product Designer + SaaS Entrepreneur || Incorporating AI into experiences & sharing tools || Connect: https://cal.com/saintdoresh/-book-a-consultation,2025-01-14T20:18:37Z,NG
Username_41_3,United States of America,"University of Houston | Computer Information Systems | A+, Net+, Sec+, ISC2 CC",2024-01-24T18:15:24Z,US
Username_41_4,"England, United Kingdom",Hi 👋 I'm a student who's interested in programming and cyber security.,2023-01-19T20:20:27Z,UK
Username_41_5,United kingdom ,I Richard a freelance frontend developer and aspiring fullstack developer from the UK.,2021-01-14T04:50:59Z,UK
Username_41_6,Brazil,Focus at the moment: UX Design (Web and Aplications Development).,2023-01-04T17:29:49Z,BR
Username_41_7,Nigeria,Computer Engineering student with passion of making an impact in the world with technology.,2023-01-21T10:40:29Z,NG
Username_41_8,"Bengaluru,India",Student at CMR University | B.Tech in Information Technology | Java | C | React JS  | Next JS,2024-01-05T17:09:11Z,IN
Username_41_9,"São Paulo, Brazil","My name is Fellipe, I from Brazil, 32 years old, student of data analysis",2025-01-12T15:23:47Z,BR
Username_41_10,"Washington, United States","Learning more every day, expect some cool projects in the future. Thanks for visiting my profile 👍",2022-01-17T02:55:17Z,US
