login,location,bio,createdAt,country
Username_9_1,"Pune, India","Oracle Apps DBA. Interested in AI/ML tools for automation, issue resolution, process improvements.",2025-01-20T16:17:42Z,IN
Username_9_2,India,Google Summer Of Code @palisadoes |MERN stack | Open source communities |  @GirlScript Summer of Code 23,2022-01-12T14:55:12Z,IN
Username_9_3,"Lagos, Nigeria","Frontend Web Developer |TailwindCSS, SASS, JavaScript, React, Nextjs, Nodejs",2021-01-06T08:01:33Z,NG
Username_9_4,"Pittsburgh, Pennsylvania, United States ","Business Analytics grad student at Carnegie Mellon University. Data Science, Data Analytics, Business Analytics ",2025-01-23T18:14:05Z,US
Username_9_5,United Kingdom,Electronic Engineer who like to make sloppy (but functional) code,2023-01-20T01:13:44Z,UK
Username_9_6,Recife - Pernambuco - Brazil,Full Stack Developer | React | TypeScript | Node.js | Express | Python | Django | PostgreSQL | Git,2022-01-17T12:33:39Z,BR
Username_9_7,Brazil,"Hi, I'm Graubi! Passionate about technology and web development. Brazilian, 18 years.",2021-01-10T18:01:04Z,BR
Username_9_8,United Kingdom,"Computer hobbyist who is currently exploring Python. Also interested in HTML, CSS, and JavaScript.",2024-01-01T19:31:29Z,UK
Username_9_9, United States,Prestretched Braiding Hair is your #1 destinationation for all types of braiding hair and crochet hair. ,2022-01-08T11:08:52Z,US
Username_9_10,"Lagos, Nigeria",Frontend learner ✦ Blockchain believer ✦ Creating for real world impact.,2022-01-20T18:25:38Z,NG
