login,location,bio,createdAt,country
Username_32_1,India,Front-End Enthusiast | Reactjs | JavaScript | HTML/CSS,2023-01-10T11:24:10Z,IN
Username_32_2,Nigeria,"Charles Bashiru is a seasoned content writer,marketer and proofreader/editor.",2021-01-07T12:14:35Z,NG
Username_32_3,"Katni, Madhya Pradesh, India",I am a student at NIT Raipur currently pursuing Masters of Computer Application. ,2022-01-20T17:01:59Z,IN
Username_32_4,United States,4 years of professional experience in consulting with <1 year as a Software Engineer at 100Devs. ,2022-01-09T01:37:56Z,US
Username_32_5,United States,I am data scientist and research scientist with a Ph.D. in Civil & Environmental Engineering from Arizona State University. ,2022-01-03T20:03:12Z,US
Username_32_6,"Lagos, Nigeria",A Crypto Trader||  Frontend developer||High communication skill. Proficient user of Microsoft packages.,2022-01-06T11:54:56Z,NG
Username_32_7,"Presidente Prudente - SP, Brazil",Desenvolvedor WEB Full Stack | JavaScript | React | Node.js | MySQL | Python,2023-01-12T21:17:06Z,BR
Username_32_8,"Derbyshire, United Kingdom","Just another sanctuary, laying in the midst of mist and heavy air. <3",2022-01-02T10:13:20Z,UK
Username_32_9,"Birigui, São Paulo, Brazil",Full Stack Developer (React | Next.js | PHP | MySQL) ,2024-01-19T05:34:05Z,BR
Username_32_10,United Kingdom,Computational Linguist  MSc Speech and Language Processing  BA English Linguistics and Literature,2025-01-03T10:41:18Z,UK
