login,location,bio,createdAt,country
Username_11_1,"Hyderabad, India",I am an enthusiast for Technology | Asprinig Web developer | Tech support | ,2022-01-07T13:46:49Z,IN
Username_11_2,"Abuja, Nigeria","A full-stack Software Engineer, currently a cohort 12 SE student with ALX. #let'scode #dohardthings",2023-01-17T12:20:23Z,NG
Username_11_3,United States,"Experience in architecting and visualized the software projects and applications in .NET Core, Cloud and Microservices based architectures.",2024-01-23T04:19:26Z,US
Username_11_4,United Kingdom,"Gamermaps was founded in 2016, we provide interactive maps and associated tools for gaming communities.",2022-01-13T14:40:57Z,UK
Username_11_5,United Kingdom,Senior Lead Platform Engineer at London Stock Exchange Group (LSEG),2021-01-11T14:53:26Z,UK
Username_11_6,United States,"🎯 Data Science | ML | Expertise in Financial Crimes, AML Analytics & Supply Chain AI ",2025-01-12T00:49:28Z,US
Username_11_7,"Visakhapatnam,India",Alunoz Technologies top-notch academic as well as professional courses online for beginners & experienced professionals.,2022-01-11T13:56:23Z,IN
Username_11_8,Brazil,"Mechatronic Enginneer: Embedded Systems Developer, Data Analist and a enthusiast in machine learning and programming in general. ",2023-01-15T00:59:11Z,BR
Username_11_9,Nigeria,"Stephen Akinola is a Demography researcher, an avid learner and an advocate of Sustainable development goals.",2022-01-19T13:05:45Z,NG
Username_11_10,São Paulo - Brazil,"18y, In course for CompEngineering at Inteli - Instituto de Tecnologia e Liderança.",2025-01-09T21:36:17Z,BR
