login,location,bio,createdAt,country
Username_98_1,"Abuja, Nigeria","Software Engineer. .NET-C#,  Javascript, and a bit of  Python",2021-01-15T15:27:50Z,NG
Username_98_2,"Haryana, India","Hello 👋, I am an aspiring web developer passionate about creating responsive and significant websites. ",2024-01-04T06:48:46Z,IN
Username_98_3,"Rio de janeiro, Brazil",🎓Computer Networks & Software Engineering 👨🏻‍🔧 Sys Admin 🪟 MLSA,2022-01-14T04:26:00Z,BR
Username_98_4,United States,"Undergrad | Appalachian State University | Boone, NC | Geographic Information Systems",2025-01-29T16:57:32Z,US
Username_98_5,"Houston, TX, United States",Cancer Immunology Researcher and Data Analyst (R || Python || SQL || Linux || HPC),2023-01-03T05:24:26Z,US
Username_98_6,"Kaduna State, Nigeria ","am a programmer and also a noob white hat hacker,  i like making friends and sharing my experiences",2025-01-24T01:47:05Z,NG
Username_98_7,"Belfast, United Kingdom","Senior Research Fellow, School of Biological Sciences, Queen's University Belfast.",2021-01-28T06:22:36Z,UK
Username_98_8,"London, United Kingdom", Bioinformatician Student - UK  - Zoology BSc(Hons) - Bioinformatics MSc Student,2025-01-06T15:17:38Z,UK
Username_98_9, India,Data Scientist | NLP | Machine Learning | Large Language Model | Prompt Engineering | Deep Learning | Python,2023-01-16T16:40:30Z,IN
Username_98_10,Belém/PA - Brazil,PhD student in Computer Science | Line of Research: Artificial Intelligence,2021-01-06T13:01:33Z,BR
