login,location,bio,createdAt,country
Username_46_1,Hyderabad - India,Studied at Bits-Pilani Hyderabad Currently working in HCL-Tech,2025-01-30T09:27:39Z,IN
Username_46_2,Brusque-SC / Brazil,Hello! I'm Rafael 👋 Studying Python and focused on working on mobile app development 📱 ,2022-01-15T02:07:10Z,BR
Username_46_3,United Kingdom,An aspiring game developer currently learning through the UK educational system as a mature student.,2024-01-14T16:16:49Z,UK
Username_46_4,Lagos Nigeria,i'm yet to be a Software Engineer and a DevOps Engineer.,2021-01-28T03:22:26Z,NG
Username_46_5,India,I am a basic coder  12 hours online in every websites mostly in discord,2021-01-22T07:47:31Z,IN
Username_46_6,"Eusébio, Ceará, Brazil",Technologist in Systems Analysis and Development graduated from the University of Fortaleza,2022-01-14T23:06:13Z,BR
Username_46_7,"New York NORMAN, OK 73069 United States","Print Web Technology offers friendly, reliable support for printer repairs, email login help, and virus protection. ",2025-01-08T17:09:22Z,US
Username_46_8,Nigeria,"AI & LLM Engineer | Backend Developer(.Net , Python) | AI Automation & Business Growth Strategist",2021-01-15T07:35:58Z,NG
Username_46_9,"Nottingham, United Kingdom","Aspiring software developer, with experience in Python, HTML, CSS and JavaScript.",2025-01-21T20:06:48Z,UK
Username_46_10,United States,Life is a continuous learning journey. Software development keeps me thinking and growing. ,2021-01-06T00:41:54Z,US
