login,location,bio,createdAt,country
Username_81_1,nigeria,A self taught software engineer who focus on developing world class softwares ,2023-01-06T16:52:22Z,NG
Username_81_2,"Lagos, Nigeria","React.js, Next.js,React Native, Typescript, Tailwindcss, Gsap, Framer Motion, Three.js.",2021-01-08T00:44:02Z,NG
Username_81_3,India,MERN-Stack | Front-End | Back-End | React.js | MongoDB,2022-01-07T08:59:19Z,IN
Username_81_4,"Boulder, Colorado, United States","Treehouse specializes in first-rate eye care for kids, offering effective myopia treatments.",2024-01-06T08:05:54Z,US
Username_81_5,"united kingdom, london",Start your new business in Dubai with the help of the Business Setup Dubai Consultants. ,2023-01-06T05:17:11Z,UK
Username_81_6,"Rio de Janeiro, Brazil",Analista de Dados | Big Data Science | Python | Pandas | Matplotlib | Seaborn | Machine Learning,2023-01-12T01:57:48Z,BR
Username_81_7,United States of America,"Student, Love open source projects, currently learning game designing and python.",2021-01-28T15:52:17Z,US
Username_81_8,India,3d Artist and Graphic Designer who sometimes likes to do a bit of coding.,2022-01-20T18:43:44Z,IN
Username_81_9,"Fortaleza, Ceará, Brazil.","Software Developer | Java, Node, PHP, TypeScript & React",2024-01-22T16:19:39Z,BR
Username_81_10,United Kingdom,I'm a Computer Systems Engineering student at the University of Warwick with a passion for software development.,2021-01-17T19:46:19Z,UK
