login,location,bio,createdAt,country
Username_97_1,Nigeria,"Python, Data Scientist & Machine Learning Engineer. DevOps Engineer.",2021-01-27T10:03:07Z,NG
Username_97_2,"Paraíba, Brazil",Desenvolvedor Front-end | Analista QA Tester | JavaScript | TypeScript | React.js | Cypress | Selenium,2024-01-03T22:17:39Z,BR
Username_97_3,United States,Usually fiddles with Assetto Corsa's Custom Shaders Patch to kill time,2022-01-03T14:12:08Z,US
Username_97_4,United Kingdom,"Design and build scalable, loosely-coupled, reuseable, interoperable and flexible integration solutions.",2021-01-14T03:23:07Z,UK
Username_97_5,"Salvador,BA,Brazil",Data Engineering | Back-end (JS) | Data Analytics | Python ,2022-01-14T15:50:59Z,BR
Username_97_6,India,Looking For Web Dev Role | MERN Stack Developer | WordPress | Youtuber | YMCA ( B.Tech - IT ),2023-01-16T07:22:48Z,IN
Username_97_7,"france, nigeria","complex code writer, just solution provider. amazing GIFT. JEPHTHAH is the name",2023-01-09T22:43:05Z,NG
Username_97_8,"Rhode Island, United States",Reverse Engineering . Windows Internals . Malware Analysis . Game Hacking . Tox ID: 2E6B3B05B44C175D0A45CAFD96F0D894ADE9C5C6F5527C97809BAC56A547E162F15E8DA0CD5F,2022-01-20T16:24:15Z,US
Username_97_9,India,"""Coding Dreams into Reality – Where Lines of Code Shape Tomorrow's World. 🌍🔍""",2022-01-17T15:11:12Z,IN
Username_97_10,"London, United Kingdom",Python🐍 Not the snake one🙂 ...Like the Python one😅 ,2025-01-19T16:01:18Z,UK
