login,location,bio,createdAt,country
Username_80_1,United States,Full-Stack Developer. Graphic Designer.  Computer Science student. ,2024-01-18T05:27:13Z,US
Username_80_2,"Bengalore ,Karnataka, India",Quite interested in Learning new Things.........!!!!!! ,2021-01-21T14:27:19Z,IN
Username_80_3,"São Roque — SP, Brazil","I'm an UI/UX designer and developer committed to building functional, accessible and aesthetically pleasing experiences.",2021-01-25T22:19:21Z,BR
Username_80_4,united States,"News Masala! - News, Entertainment, Celebrity News, Fashion, Sports",2025-01-14T19:32:12Z,US
Username_80_5,India,Welcome to Pune most popular agency that will serve you VIP hot models and attractive beautiful girls. ,2023-01-04T12:36:11Z,IN
Username_80_6,Lagos Nigeria,"Data Analyst, Data Scientist, Machine Learning Engineer, Aspiring Researcher",2024-01-01T19:45:05Z,NG
Username_80_7,United Kingdom,Lecturer (assistant professor) of Experimental Psychology at the University of Essex.,2021-01-19T14:24:59Z,UK
Username_80_8,Brazil,"Exploring the online world with style, where computer code and creativity mix",2024-01-16T11:22:22Z,BR
Username_80_9,United Kingdom,Senior UX Designer with a background in Front End Development working in the SaaS industry.,2022-01-10T19:23:13Z,UK
Username_80_10,Nigeria,Someone who wants to become a devolper in sub-saharan Africa,2021-01-04T02:19:58Z,NG
