login,location,bio,createdAt,country
Username_89_1,United States,Trident Task Force Commander // Developer for 2 years (know very little about coding) // Stay frosty!,2024-01-18T13:15:15Z,US
Username_89_2,"Lagos, Nigeria",💻 Aspiring Software Engineer 🌱 Learning Full-Stack Development  🚀 Passionate about building impactful  solutions  ,2025-01-21T11:16:18Z,NG
Username_89_3,"United Kingdom, England, Kent"," CS graduate of CCCU, Libre software supporter, Founder of Novora.",2021-01-26T09:22:39Z,UK
Username_89_4,United States,"Always improving at Android development. Stick around, you might see some cool stuff     ",2023-01-09T15:14:48Z,US
Username_89_5,"Maringá, PR, Brazil","Civil Engineer, master in Transportation Engineering. Currently working as a Software Developer at Softplan. ",2022-01-05T20:59:15Z,BR
Username_89_6,India,20 y/o aspiring Data Analyst and Machine Learning Enthusiast :),2023-01-23T05:05:45Z,IN
Username_89_7,Nigeria ,Aspiring Techie looking for internships for web development on Html  and CSS,2022-01-09T04:09:35Z,NG
Username_89_8,Brazil,Software Developer | Backend & DevOps | I'm always trying to learn new things,2021-01-02T11:53:57Z,BR
Username_89_9,"Jaipur, Rajasthan, India","I am a Pre-final year student from SKIT, Jaipur. Data Science Enthusiast",2024-01-16T16:21:59Z,IN
Username_89_10,"Wigan, Greater Manchester, United Kingdom",I'm currently learning how to code to become a software engineer.,2025-01-04T16:56:39Z,UK
