login,location,bio,createdAt,country
Username_76_1,Brazil,Frontend Developer | NextJS | TypeScript | ReactJS | NodeJS | MongoDB | PostgreSQL | TailwindCSS | Styled-Components,2023-01-01T16:57:18Z,BR
Username_76_2,nigeria,we are a team of expert proficient in creating and designing sort kind of animation project,2022-01-21T05:02:20Z,NG
Username_76_3,United Kingdom,Welcome to Samantha Beautii Vegan & 100% Cruelty Free Skincare and Makeup,2024-01-21T17:36:25Z,UK
Username_76_4,Brazil,"self-taught, expert in solving problems and finding practical solutions.",2025-01-13T06:42:18Z,BR
Username_76_5,"Lagos, Nigeria",Solving Industry problems with Tech. Frontend Development | Generative AI | Augmented Reality,2022-01-03T19:57:07Z,NG
Username_76_6,United States,Seeks employment in programming and coding at an organization that values diversity and equity.,2024-01-15T12:37:13Z,US
Username_76_7,delhi India,I'm a software engineer. expert in front-end development.,2021-01-24T11:20:02Z,IN
Username_76_8,United Kingdom,"Proficient in Kotlin, Python and Java Knowledge in C#, HTML and CSS",2022-01-14T17:35:50Z,UK
Username_76_9,"Delhi, INDIA",Okkk I'm a Multitasker doing everything except coding. Still winning...,2023-01-06T21:37:51Z,IN
Username_76_10,United States,Giving out to the community with amazing methods for their desires and favourite games/platforms. ,2022-01-02T04:51:09Z,US
