login,location,bio,createdAt,country
Username_64_1,"Glendale, Arizona, United States","At Sika Beauty, we provide quality wigs or hair extensions at an affordable price without compromising quality. ",2023-01-02T09:07:19Z,US
Username_64_2,"New Delhi, India",Implementing and testing variety of applications to put some new ideas into it,2022-01-16T06:09:50Z,IN
Username_64_3,"Abuja, Nigeria","I am a young and enthusiastic developer, who loves to explore for knowledge.",2021-01-26T12:26:54Z,NG
Username_64_4,Brazil,"Hi, I'm Kaio. I'm a game and web developer.  Currently available for hiring.",2021-01-01T20:19:55Z,BR
Username_64_5,"Lagos, Nigeria",I'm largely a learner with a great interest in Full stack software development.  ,2023-01-18T11:08:54Z,NG
Username_64_6,United States,"Excited to learn! 2024 mantra: ""Where [focus] goes, energy flows""",2024-01-20T21:23:12Z,US
Username_64_7,Brazil,"22yrs dev, always learning new stuff about technology in general. ",2022-01-10T18:04:20Z,BR
Username_64_8,"Witney (Oxfordshire), United Kingdom",✨Driven data scientist who is passionate about creating interactive tools  to help stakeholders better understand their data.,2024-01-04T09:19:19Z,UK
Username_64_9,"London, United Kingdom",Self-taught web developer looking to learn and hopefully do some good along the way ,2024-01-03T10:33:53Z,UK
Username_64_10,"New Delhi, India",An enthusiast programmer with a keen interest in Software Development and Competitive Coding !!,2021-01-22T09:24:21Z,IN
