login,location,bio,createdAt,country
Username_20_1,"Blumenau, Santa Catarina, Brazil",I'm a future game developer focus on learning new technologies and game development! 👨‍💻🎮,2024-01-10T21:31:21Z,BR
Username_20_2,Brazil,"Undergraduate in Computer Engineering from FURG, improving practical experience in robotic systems and software development.",2021-01-27T18:42:47Z,BR
Username_20_3,"Philadelphia, PA, United States",ScrubHaven is a family-owned medical uniform shop serving medical professionals. ,2023-01-23T11:47:35Z,US
Username_20_4,United kingdom,Electrical power research postgraduate working with deep learning models for wind turbines reliability enhancement.,2021-01-03T14:55:39Z,UK
Username_20_5,"Lagos, Nigeria",On my way to becoming a Front-end dev. Currently learning JavaScript. Wish me luck. Lol ,2021-01-01T17:38:22Z,NG
Username_20_6,United Kingdom,Cybersecurity | MSc Cybersecurity | Teesside University | Kali Linux | Parrot OS | Windows | ,2021-01-19T05:48:21Z,UK
Username_20_7,Nigeria," ""Aspiring Frontend Developer | AWS Cloud Enthusiast | Passionate about building real-world projects"" ",2025-01-30T08:42:44Z,NG
Username_20_8,"Agartala, Tripura, India","Empowering businesses with innovation IT solutions and impactful marketing strategies, bridging technology and creativity for growth.",2025-01-13T16:28:13Z,IN
Username_20_9,India,Our passion at Briskwalk is crafting aura fragrances that exceeds expectations and perfectly capture sophistication and elegance. ,2024-01-08T16:51:37Z,IN
Username_20_10,"Boston, Massachusetts, United States.","Robotics engineer actively looking for Full Time Roles | Graduate Student, Northeastern University.",2023-01-20T19:33:16Z,US
