login,location,bio,createdAt,country
Username_14_1,Curitiba - PR. Brazil. ,Front End Developer HTML | CSS | Typescript | JavaScript | React | Angular | Next.js | Node.js ,2023-01-05T22:44:27Z,BR
Username_14_2,"Birmingham, United Kingdom",⁃ Currently studying  Full Stack Web Development.  ⁃ Full-time Project Manager ,2021-01-16T22:18:11Z,UK
Username_14_3,"Delhi, India","Hello! I am a computer science engineering student, and hoping to create good projects here ;)",2022-01-14T13:39:00Z,IN
Username_14_4,"Chennai, India.",Just another optimistic and hard-working web developer! Problem solving enthusiast! Love to brainstorm!,2022-01-16T10:13:16Z,IN
Username_14_5,"Lagos, Nigeria.",New problems are nothing but the possibilities of learning something new.               -some article on Google ,2021-01-12T01:07:34Z,NG
Username_14_6,United States,My Jewish Listings specializes in Passover Programs Information on Pesach Vacations is updated daily for Passover 2023,2023-01-23T13:03:22Z,US
Username_14_7,United States,@swetsllc @baycclark | hella.base.eth  Founder: HELLA PROTOCOL ($HELLA)  ,2022-01-08T02:10:04Z,US
Username_14_8,Nigeria,Passionate developer exploring the world of coding. Enthusiastic about open source projects and contributing to the tech community.,2023-01-22T09:29:39Z,NG
Username_14_9,"Rio de Janeiro, RJ, Brazil",Tecnologias mais usadas: Python | Flask | Git | Docker | Azure | SQL | JavaScript | PHP,2021-01-24T18:44:43Z,BR
Username_14_10,"Southampton, United Kingdom",Data Geek  Studies MSc Applied Ai & Data Science at Solent University Southampton,2025-01-29T11:19:33Z,UK
