login,location,bio,createdAt,country
Username_22_1,"Abuja, Nigeria","Digital Media Specialist, co-founder naitask.com Software Engineer in the making.  Let's engage!",2023-01-18T10:15:57Z,NG
Username_22_2,"Oxford, United Kingdom",DPhil in Psychiatric Genetics @OxPsychiatry. Interested in researching the genetic heterogeneity of psychiatric traits.  ,2024-01-17T23:57:07Z,UK
Username_22_3,Brazil,"Programming... Hi, I Sate and I use Godot Game Engine. PT BR Programmer ",2023-01-22T03:10:15Z,BR
Username_22_4,india,"Data Engineering enthusiast | Python, SQL, PySpark | AWS & GCP | Big data tools",2025-01-05T05:29:14Z,IN
Username_22_5,United States,Embedded Software Engineer working in automotive industry but passionate about HealthCare technology and learning about AI and Data Science.,2024-01-12T05:57:31Z,US
Username_22_6,United Kingdom,Product Designer with 20 years experience designing the way graphical interfaces work and look for desktop through to mobile. ,2022-01-12T18:26:09Z,UK
Username_22_7,United States of America ,Life isn’t about finding yourself. Life is about creating yourself.,2022-01-21T16:48:54Z,US
Username_22_8,"Lagos, Nigeria",A web and mobile software company that creates open source codes for organisations and governmental agencies  ,2023-01-21T12:04:36Z,NG
Username_22_9,Brazil,"Hi! I'm Ana Flávia. Data engineer, Python, Pandas, Pyspark, SQL, GCP.",2023-01-05T23:12:00Z,BR
Username_22_10,"Bangaluru,Karnataka,India",I'm currently learning: I want to learn multiple set of skills and master them.  ,2024-01-14T11:39:41Z,IN
