login,location,bio,createdAt,country
Username_77_1,United Kingdom,"Informatics Technical Officer at Wellcome Connecting Science, Wellcome Sanger Institute. ",2024-01-03T10:40:51Z,UK
Username_77_2,United States of America,Software Engineer Intern @ Amphenol | North Carolina State University | MS in CS |,2022-01-09T11:58:00Z,US
Username_77_3,Nigeria,A programmer who loves creativity and good at debugging. Co. C.E.O solve easy channel @ YouTube,2022-01-20T11:53:47Z,NG
Username_77_4,Brazil,Bachelor in Computer Science at Universidade Federal Rural de Pernambuco. Java developer.,2023-01-03T14:39:30Z,BR
Username_77_5,Maceió-Alagoas-Brazil,BackEnd Developer Go | Java -   Gin|Spring Coordinator at OxeTech (Alagoas government dev school),2022-01-19T12:07:56Z,BR
Username_77_6,"Greater Noida, Uttar Pradesh, India",I am an associate professor in the Department of Physics at Shiv Nadar University.,2021-01-06T18:57:23Z,IN
Username_77_7,United Kingdom,"Aspiring software developer, currently enjoying the journey to Frontend development.",2022-01-03T21:45:14Z,UK
Username_77_8,United States,C++ developer with a focus on Windows applications and game development (using the Unreal Engine).,2022-01-08T00:02:05Z,US
Username_77_9,INDIA,🚀 LeelyBot is a 24 / 7 Music Bot 🎵 High quality Music 🎫 24 / 7 Ticket Support ,2025-01-28T17:44:30Z,IN
Username_77_10,"Lagos, Nigeria","Tech Enthusiast. Interested in Data Science, ML and AI. Also interested in Engineering design and Embedded Systems",2021-01-31T21:41:51Z,NG
