login,location,bio,createdAt,country
Username_71_1,MP India,I'm an Engineer and i want to do somethings new in web Devlopment field,2025-01-17T09:42:52Z,IN
Username_71_2,São Paulo - Brazil,Programming Dev Graduated and in search of knowledge. Python - Java - GoLang - AI - Data Science,2023-01-11T23:54:22Z,BR
Username_71_3,United States,Morning: - DSA Solving Afternoon: - Coding Questions Evening: - Projects,2024-01-02T08:22:00Z,US
Username_71_4,Kollam Kerala India,I am a Software developer who is currently studying at Younus College of Engineering and Technology Pallimukku Kollam,2022-01-16T16:29:12Z,IN
Username_71_5,"São Paulo, SP, Brazil",🌍 Front-End Developer | Passionate about Creating Stunning Web Experiences,2024-01-02T17:56:59Z,BR
Username_71_6,"Devon, United Kingdom","I am a qualified Maker, Designer and a passionate linux user. ",2025-01-27T08:09:45Z,UK
Username_71_7,United States of America,I am a Ph.D. student researching mainly in the field of Computer Vision.,2021-01-20T16:31:23Z,US
Username_71_8,"Bournemouth, United Kingdom, ",Data analyst | Excel | PowerBI | MySQL | Python |Data Analysis | Data Visualization ,2024-01-08T11:08:45Z,UK
Username_71_9,"Lagos , Nigeria.",Full Stack Web and Mobile Developer | React Developer | Node JS Enthusiast | Golang | Reliability Engineer.,2021-01-30T11:07:59Z,NG
Username_71_10,"Lagos, Nigeria","Most interested in Trade, Finance, and Government systems. Adaptable to other sectors. Cybersecurity student.",2024-01-19T17:05:48Z,NG
