login,location,bio,createdAt,country
Username_54_1,United States,C++ developer with a passion for game development. 3D artist with a focus on low-fidelity.,2022-01-09T22:18:51Z,US
Username_54_2,Brazil,"✨Computer science student, this account is just for fun and learning.✨",2022-01-08T21:43:43Z,BR
Username_54_3,"Mumbai, Maharashtra, India",Looking for high-quality organic tea & Coffee? Look no further than Open Secret.,2023-01-02T10:26:13Z,IN
Username_54_4,"Boston, MA, United States",A student of software and technology. Developing interesting applications and innovative solutions.,2021-01-12T16:34:22Z,US
Username_54_5,"Oxford, United Kingdom","Aspiring Full-Stack Developer, Devops and Cloud Enthusiast💯  ",2022-01-10T16:12:52Z,UK
Username_54_6,United Kingdom,"Interested in DS, ML, and their applications in finance and economics.",2021-01-11T08:48:26Z,UK
Username_54_7,Nigeria ,"An innovative, fun and productive front end developer with a difference. Future start up founder.",2025-01-09T00:48:34Z,NG
Username_54_8,"Jaú, SP, Brazil",Web developer | Python Programmer | Medical physicist [USP-RP],2021-01-27T23:49:57Z,BR
Username_54_9,"Pune, India",An aspiring data analyst with lots of passion and potential for transforming data into valuable insights. ,2023-01-02T05:28:39Z,IN
Username_54_10,"Lagos,Nigeria",Data Analyst || Business Analyst ||  Sales & Marketing Professional || Business Development.,2024-01-01T15:48:09Z,NG
