login,location,bio,createdAt,country
Username_56_1,edostate/Nigeria,A  smart contract developer || fullstack developer #Yul #Solidity #JS ,2022-01-09T06:58:10Z,NG
Username_56_2,"Satna, Madhya-Pradesh, India",Hey you 👋 welcome to my github profile. Let's explore it together. 🤝 ,2023-01-05T14:27:08Z,IN
Username_56_3,United Kingdom,Emotis is a market leader in the production of folding electric bicycles and customised electric skateboards.,2023-01-10T10:24:14Z,UK
Username_56_4,"Plano, Texas, United States of America",Hey guys! My name is Saketh Nadella and I am 15 years old. ,2021-01-02T18:42:42Z,US
Username_56_5,India,21 | CS 💻 | In training arc 🤸‍♂️,2024-01-16T16:14:50Z,IN
Username_56_6,Brazil,"Software Developer Back-End Python, Django, Django Rest.",2022-01-15T01:18:42Z,BR
Username_56_7,United Kingdom,Currently completing the CFGDegree in Software Engineering with Code First Girls!,2025-01-20T16:25:32Z,UK
Username_56_8,Brazil,Just a guy that likes to play games and make music.,2024-01-17T22:57:53Z,BR
Username_56_9,"Montana, United States",Software Developer & Computer Enthusiast - Most of my repos are private!,2021-01-03T15:19:26Z,US
Username_56_10,Nigeria,My name is Eric Ejike. am on training on blockchain Technology on Binance ,2021-01-31T19:39:04Z,NG
