login,location,bio,createdAt,country
Username_23_1,"Bhubaneshwar,Odisha,India","Tech Enthusiast~~ ~~SII Scholar~~ ~~B.tech (CSE-2nd year) in KIIT~~ ~~c,c++,java",2022-01-04T17:37:39Z,IN
Username_23_2,Brazil,Front End Lead at PATH / IST team at USI @ UTech,2025-01-23T20:08:09Z,BR
Username_23_3,United states,Data analyst who has found a new passion for data engineering and AI-driven solutions.,2025-01-30T00:27:15Z,US
Username_23_4,"Indianapolis, IN",Experienced Audio-Video Creative with a passion for creating cinematic experiences,2024-01-25T21:59:50Z,IN
Username_23_5,Brazil,Junior Data Analysis | Data Analysis | Business | Excel | SQL | Power BI,2024-01-24T18:05:18Z,BR
Username_23_6,United Kingdom,"Sixth form student in the UK, studying computer science alongside maths and physics.",2025-01-19T17:30:53Z,UK
Username_23_7,Ibadan Nigeria ,"An Inquisitive Alx SE students,hope to learn more from experts in the field and open to connections",2023-01-16T15:10:39Z,NG
Username_23_8,United Kingdom,Data Enthusiast | R Programmer | Researcher I’m passionate about uncovering insights from data and automating processes using R.,2025-01-16T07:03:45Z,UK
Username_23_9,"Kaduna, Nigeria.",Student at Ahmadu Bello Uni. | Biologist | Web developer | ,2023-01-01T11:28:09Z,NG
Username_23_10,United States,"A dork trying to make things go brr, and sometimes it does!",2021-01-21T15:02:14Z,US
