login,location,bio,createdAt,country
Username_18_1,"Santos, SP, Brazil","Front-end student, Catholic, married, pet's father and art lover.",2021-01-22T20:51:41Z,BR
Username_18_2,"Liverpool, United Kingdom",learning to become a useful quantitative ecologist. Hope to be able to elaborate more on this soon.,2024-01-24T22:26:27Z,UK
Username_18_3,"Bangalore, India",An enthusiastic programmer with a passion for open-source development and active collaboration within the tech community,2025-01-08T15:48:48Z,IN
Username_18_4,"Oyo State, Nigeria",Software engineer | Data Scientist | Machine Learning Engineer | Researcher |,2022-01-09T21:45:41Z,NG
Username_18_5,Nigeria,I am a data analyst who is passionate about helping business owners to use data to drive a valuable insight,2023-01-21T17:16:10Z,NG
Username_18_6,"At. Bodra Tah. Sakoli, Dist. Bhandara, Maharashtra (INDIA) -441806","Full Stack Web Developer, Javascript specialist, MERN Stack Developer, MEAN Stack Developer",2022-01-07T12:39:07Z,IN
Username_18_7,United Kingdom,Data Analyst | Google-certified | SQL | Excel | Python | Power BI |Tableau | R |,2024-01-23T15:10:14Z,UK
Username_18_8,United States,"I am a python/lua developer, I make discord bots and selfbots.",2022-01-14T16:04:50Z,US
Username_18_9,"Brazil, DF","I'm a electronic engineer, and I want be a software engineer. ",2021-01-19T19:20:32Z,BR
Username_18_10,United States,"Roblox Developer • Programmer in HTML, C#, Luau, Python, JS",2025-01-13T22:37:24Z,US
