login,location,bio,createdAt,country
Username_17_1,"Brazil ,São Paulo",i have 16 years old  i am a beginner programer with a intermediate english level  ,2022-01-07T03:13:32Z,BR
Username_17_2,United States,"""The Shoe Times"" is an engaging online destination for footwear enthusiasts. ",2024-01-07T12:49:43Z,US
Username_17_3,"Belo Horizonte, Brazil",Civil engineer exploring data and Python to solve real problems in construction.,2025-01-15T21:22:09Z,BR
Username_17_4," Fort Collins, Colorado, United States, Planet Earth, Solar System, Oort Cloud, Local Interstellar Cloud, Local Cavity, Orion Arm, Milky Way, Local Group, Virgo Supercluster, Laniakea Supercluster, the Universe.","Building Flight Simulators, Creating Problems. Er um, Creating Solutions.",2021-01-01T20:35:37Z,US
Username_17_5,"Abuja,  Nigeria","Ugochi is a Data Analyst with three years of experience, turning data into actionable insights for business growth.",2024-01-12T11:20:16Z,NG
Username_17_6,United Kingdom,"""Tell me & I Forget. Teach me & I Remember. Involve me & I Learn.""",2021-01-14T15:34:07Z,UK
Username_17_7,Nigeria,"I am a trained virtual assistant and project manager, currently exploring data analytics.",2025-01-04T19:58:19Z,NG
Username_17_8,India,"To impart quality education to cater the needs of Industries, Business Establishments.",2023-01-04T06:29:13Z,IN
Username_17_9,United Kingdom,Consultant SOA (Distributed Systems) Cloud Architect specialising in the Microsoft Technology Stack,2022-01-21T14:06:49Z,UK
Username_17_10,India,"Software and cathedrals are much the same — first we build them, then we pray. ",2021-01-11T11:31:35Z,IN
