login,location,bio,createdAt,country
Username_93_1,Nigeria ,Certified Frontend developer || in HTML || CSS || TAILWIND || REACT ,2023-01-02T12:00:44Z,NG
Username_93_2,"New Delhi, India",Junior @ UPES-Dehradun. I like Android Development sometimes. Reach out to me on LinkedIn.,2023-01-05T14:22:14Z,IN
Username_93_3,United States,My journey on transitioning from Business Management to Data Analysis & Science,2023-01-11T15:37:35Z,US
Username_93_4,United Kingdom,Data Analyst | Business Analyst | Data Scientist | Python | SQL | Power BI | Machine Learning,2021-01-15T08:05:50Z,UK
Username_93_5,"Awka, Nigeria","Graduate of Computer Science at University of Port Harcourt, currently  Banker and a  Flight Agent ",2025-01-26T20:25:32Z,NG
Username_93_6,Uberlândia-MG-Brazil,"An engineer passionate about data, maths and statistics, studying to become a data scientist! ",2025-01-25T17:04:33Z,BR
Username_93_7,India,"Bioinformatics post graduate interested in Genomics, NGS data analysis, Machine learning.",2022-01-03T16:53:23Z,IN
Username_93_8,"United States of America, KS",MBA graduate and MSc in Informatics student specializing in accounting and data analysis.,2023-01-18T19:29:41Z,US
Username_93_9,Brazil,"Engineer passionate about data and how it can transform business, processes and the future.",2025-01-26T21:26:26Z,BR
Username_93_10,United Kingdom,Chris Lawrence: business analyst and evidence-driven decision advocate.   Email: chris@credenceanddecision.com,2024-01-14T12:48:30Z,UK
