login,location,bio,createdAt,country
Username_66_1,United States,SnagLocal.com is an online marketplace that makes it easy for consumers to order from their local markets.,2023-01-11T10:30:34Z,US
Username_66_2,Nigerian ,"Hello, my is AHMED DANJUMA and I'm a student of kebbi state university of science and technology.",2023-01-22T09:33:29Z,NG
Username_66_3,Sorocaba - São Paulo - Brazil,"systems analysis and development student, aspiring to be a full stack developer ",2022-01-12T22:17:00Z,BR
Username_66_4,"London, United Kingdom","Construction Professional pivoting to Data Analytics, passionate about turning Numbers into Actionable Insights.",2024-01-07T01:36:41Z,UK
Username_66_5,United Kingdom,Big Data Analysis || Statistical Analysis || Explainability AI || PowerBI Enthusiast,2023-01-14T23:38:01Z,UK
Username_66_6,"Lagos, Nigeria","Fullstack Software Engineer. Versatile, passionate, lifelong learner, delivering solutions...",2021-01-22T13:13:34Z,NG
Username_66_7,India,"Hi, I am Abhishek Chaurasiya. I am learning Web. Development. I have worked with WordPress.",2023-01-02T06:58:43Z,IN
Username_66_8,United States,"As a software developer, I specialize in designing and implementing robust systems to enhance e-commerce platforms.",2024-01-01T10:37:08Z,US
Username_66_9,India,Data Analyst | Supply Chain | Web Developer | 📊 Avid Learner🚀,2024-01-10T08:09:59Z,IN
Username_66_10,"Fortaleza, Ceará, Brazil","Mobile/Back-End Developer(Flutter, Native Android/IOS, Kotlin Back-End) and FP Enthusiast ",2023-01-11T18:56:04Z,BR
