login,location,bio,createdAt,country
Username_12_1,United Kingdom,Full Stack Developer using the Microsoft stack. Focusing on Blazor and ASP.NET Core.,2023-01-23T11:54:55Z,UK
Username_12_2,United States,A recent Computer Science Graduate with interests in the field of Machine Learning and Data Engineering. ,2022-01-12T15:58:12Z,US
Username_12_3,"Lagos, Nigeria",C#/DOT-NET |BLOCKCHAIN | AI/PROMPT ENGINEERING | WORDPRESS | DIGITAL MARKETING | CONTENT CREATION,2022-01-08T10:00:18Z,NG
Username_12_4,"Lagos,Nigeria ",Web Developer Best in graphics designing overall best in customised printing young techie sabi girl for a reason !,2022-01-12T16:07:24Z,NG
Username_12_5,"London, United Kingdom",PhD student at University College London. Main interests: Graph Generative Models (particularly Diffusion Models).,2022-01-13T00:58:04Z,UK
Username_12_6,Brazil,Web developer from Brazil. Studying Software Engineering and Graphic Design.,2023-01-17T23:29:04Z,BR
Username_12_7,India,"CS Engineer exploring Data Analysis, AI/ML, Cloud and Cybersecurity",2021-01-14T18:07:24Z,IN
Username_12_8,"Limeira, Brazil","Brazilian learning how to program and, with enough effort, make a living out of it.",2022-01-17T18:59:22Z,BR
Username_12_9,United States,Discover the ultimate vaping experience with our premium vape pen cartridges for sale at VapingCartStore™.,2024-01-17T14:16:48Z,US
Username_12_10,India,Founder & CEO at Digital Alchemist Labs | Driving the Future of AI Education and Empowering Technological Innovation,2025-01-24T11:31:10Z,IN
