login,location,bio,createdAt,country
Username_29_1,brazil,"Hi ! My name is Pedro, and i am a software developer. ",2023-01-18T18:44:40Z,BR
Username_29_2,"Michigan, United States of America","I'm a content creator, coder, streamer, and more. @pg-media-group ",2023-01-05T19:06:39Z,US
Username_29_3,"Cardiff, United Kingdom",Data Science professional with more than three years of experience working in the data and artificial intelligence sector.,2021-01-12T23:30:43Z,UK
Username_29_4,United Kingdom,MS Data Scientist From University of Salford Manchester UK Bachelors in Software Engineering ,2021-01-20T11:58:29Z,UK
Username_29_5,Lagos Nigeria,Fullstack engineer || LeetCoder ||Web3 enthusiast || and passionate in building solutions ,2022-01-07T16:30:33Z,NG
Username_29_6,"surat, gujrat, india","Hello, We provide Embedded and IoT system and prototype developing service. ",2021-01-24T06:07:13Z,IN
Username_29_7,Brazil,"My name is Thiago, I'm 23 years old, software engineering student and full stack developer.",2021-01-16T02:50:31Z,BR
Username_29_8,United States,Learning python/ml/ai ... Always love learning novel ideas and progressing in this space. ,2023-01-22T04:37:16Z,US
Username_29_9,"Delhi,India",Android Developer | Front End Developer | Open Source Contributor @GSWOC'21 & @Hactoberfest'22 | Programmer | Learner  ,2021-01-10T10:42:33Z,IN
Username_29_10,"Ibadan, Nigeria",A Software engineer in the making | A Social media manager | A freelancer,2023-01-17T09:36:33Z,NG
