login,location,bio,createdAt,country
Username_37_1,"Chaddesley Corbett, England, United Kingdom",Rostrup specializes in developing people and building better businesses by offering tailored leadership and management training. ,2025-01-22T14:21:04Z,UK
Username_37_2,"Bengaluru, Karnataka, India",I'm a student in Bangalore.  Learning HTML from W3 Schools.,2021-01-13T12:24:22Z,IN
Username_37_3,"Hyderabad, India","Some times you gotta work a little, so you can ball alot.",2021-01-28T16:07:48Z,IN
Username_37_4,"Battle TN33 0NL, United Kingdom",Apple Aerials is your trusted partner for top-quality aerial and satellite TV installations in the UK. ,2025-01-28T08:48:34Z,UK
Username_37_5,United States,Business Intelligence Analyst | Data Visualization | Predictive Analytics | Driving Insights | Strategic Decision-Making,2025-01-23T23:37:41Z,US
Username_37_6,São Paulo - Brazil,"Web Development Student. Passionate about music, pizza and my girlfriend!",2022-01-20T16:10:41Z,BR
Username_37_7,United States of America,"UI/UX Designer, Visual Studio 2022 & Code, Extensions Developer and more.",2023-01-20T14:09:52Z,US
Username_37_8,"Lagos, Nigeria",Transitioning people & brands to thrive globally with tech || Frontend Developer,2022-01-07T15:54:44Z,NG
Username_37_9,Brazil,"I'm development studient Web, Android and Java. I want become a Full Stack Developer.",2023-01-11T15:45:53Z,BR
Username_37_10,Nigeria,Interested in Software Engineering. Avid podcast listener. I know a thing or two about history.,2021-01-07T11:25:25Z,NG
