login,location,bio,createdAt,country
Username_61_1,Pernambuco - Brazil,ACD = Arabian Cat is Danyel; So much beginner in programation; Addict in games;,2023-01-07T20:07:20Z,BR
Username_61_2,Brazil,"discord, rudeus#9638, I like internet security. Image logger developer.",2023-01-12T20:09:26Z,BR
Username_61_3,United States,"Programmer, Engineer, Linux Enjoyer. Augmenting people @ Index.",2021-01-02T00:56:00Z,US
Username_61_4,"India, Delhi","I know languages like python, C, javascript, R, HTML, CSS, C++.",2022-01-05T04:10:57Z,IN
Username_61_5,"AZ, United States","Senior software engineer with Python, PHP, JavaScript/TypeScript programming skills, and DevOps engineering.",2021-01-18T17:07:26Z,US
Username_61_6,United Kingdom,FinTech @ UoS | Ex-SDE | Android/iOS Developer,2021-01-25T11:21:29Z,UK
Username_61_7,United Kingdom,One of a kind. Africas best music producer/ recording artist/ computer engnr./ web designer/ brand influencer,2024-01-11T13:02:11Z,UK
Username_61_8,"Akure, Nigeria","An academic smart research group, whose focus is to enhance the realism of smart grid",2021-01-19T08:51:37Z,NG
Username_61_9,"Abuja, Nigeria","Experienced Public Health Data Analyst with Demonstrated history working in Health tech, Data & informatics industry. ",2023-01-12T12:12:54Z,NG
Username_61_10,India,"Technical Project Lead @jkcsoftwaresllp | @Danishan1 | Dedicated to Code, Learn, & Teach | CSE Graduate",2025-01-04T05:54:09Z,IN
