login,location,bio,createdAt,country
Username_28_1,Brazil,I'm a physics professor that is starting to learn how to code.  ,2023-01-09T19:48:31Z,BR
Username_28_2,"Manaus, Brazil","An iOS Development Student, who loves to learn and is always looking to improve.",2021-01-18T14:38:48Z,BR
Username_28_3,United Kingdom,Data scientist dedicated to leveraging data for actionable insights and strategic decision-making. ,2024-01-08T09:32:30Z,UK
Username_28_4,"Abuja, Nigeria",Python Web Developer | Rust Coder | Cyber Analyst in Training | ...,2022-01-13T14:11:38Z,NG
Username_28_5,India,Machine Learning Enthusiast- Data Analytics- Data Science- Deep Learning- Nerd- Gamer- Funny Guy,2023-01-02T09:08:47Z,IN
Username_28_6,"Lagos, Nigeria",Enthusiastic data analyst with a passion for turning complex data into actionable insights. -EXCEL -SQL -TABLEAU,2023-01-15T14:21:03Z,NG
Username_28_7,United States,Hi I am Katie. I am here to learn more about tech and coding.,2022-01-19T09:56:15Z,US
Username_28_8,"Ohio, United States",I am currently a college IT student looking to better his knowledge of coding.,2022-01-10T17:27:10Z,US
Username_28_9,"Chorley, Lancashire, United Kingdom",Currently embarking on a coding odyssey in the hope of a new career.,2024-01-06T09:23:13Z,UK
Username_28_10,India,Tripoora - Indian Farmer Friend to help them to find best mandi price.,2025-01-05T09:53:54Z,IN
