login,location,bio,createdAt,country
Username_65_1,"Mumbai, India","I am a passionate learner and developer. Interested in frontend. Besides programming, I love watching anime.",2021-01-10T10:09:49Z,IN
Username_65_2,Brazil,"A  web brazilian self-taught developer who's passionate about people, modern finance and tech.",2022-01-08T01:24:52Z,BR
Username_65_3,Brazil,Studying English and learning programming to code in the gaming area which is my dream.,2024-01-06T14:40:46Z,BR
Username_65_4,Hyderabad India,I'm pursuing B.tech in CSE Department at IIIT Raichur mentoring by IIT Hyderabad. ,2022-01-09T12:48:42Z,IN
Username_65_5,"Utah, United States","Engineer at Gamefam; She/Her, MT (GMT-7 or GMT-6 during Daylight Savings)",2023-01-06T21:18:15Z,US
Username_65_6,United Kingdom,End-User Computing (EUC) Engineer with proven experience across 2nd and 3rd Line Support environments.,2025-01-26T16:06:20Z,UK
Username_65_7,"Kaduna state, Nigeria.",Open to Data Analyst roles | Building Power BI/ML projects  ,2025-01-27T09:53:00Z,NG
Username_65_8,"Ogun State, Nigeria",Data Analyst/Science Researcher/Microsoft Innovative Educator/Laboratory Scientist/ Biologist/ Early career Bioinformatician,2023-01-17T20:46:42Z,NG
Username_65_9,"Unit 1, Johnson House, Johnsons Way, Coronation Rd, London NW10 7PF, United Kingdom",EuroFit Tyres Ltd in Park Royal is a trusted provider of premium tyre and automotive services.,2025-01-13T16:58:50Z,UK
Username_65_10,United States,"At Flight Policy Hub, we are committed to simplifying complex airline policies for travellers. ",2025-01-08T07:57:54Z,US
