login,location,bio,createdAt,country
Username_10_1,nigeria,I am a data analyst pivoting to software engineering with a background in Accountancy.,2023-01-11T22:21:52Z,NG
Username_10_2,"Patna, Bihar, India","A student, a Web developer, a Dreamer, Future Cyber Security Professional",2021-01-19T15:15:43Z,IN
Username_10_3,United States,Computer Science | Aspiring Visual Designer and Developer. ✨🎮🎨,2023-01-17T19:09:31Z,US
Username_10_4,United States of America ,"Good people, good hearted person, helping helpful person, free hearted person, will give my last ",2025-01-19T04:48:50Z,US
Username_10_5,India,"Tech may be intricate, but a dev's dedication is equally boundless.",2021-01-14T07:01:50Z,IN
Username_10_6,"Abuja, Nigeria.",Fresh Toad on this platform || Virtual Assistant || TEFL Tutor || Digital Marketer. ,2023-01-16T19:47:32Z,NG
Username_10_7,"Southampton, United kingdom","Currently studying BSc Software Engineering (Hons) at Solent University, Southampton, UK",2021-01-03T09:33:26Z,UK
Username_10_8,"Belo Horizonte, MG, Brazil",Software Engineer II at Stone | 23y | Brazil 🇧🇷 | Ravenclaw 💙,2022-01-18T21:34:57Z,BR
Username_10_9,United Kingdom,Content Creator and Computer Science College Student                  .                    Confident in C# . Familiar with Python,2025-01-12T09:45:17Z,UK
Username_10_10,Brazil,• Pentester - Developer and +3 years of experience. New account focused on professional projects!,2024-01-25T14:10:17Z,BR
