login,location,bio,createdAt,country
Username_75_1,United States,I like to Fork and possibly make Proxys. School filtering is extremely strict.,2022-01-14T22:57:39Z,US
Username_75_2,Brazil,🌐 Organization that sells software that will help you in your daily work.,2023-01-20T14:48:28Z,BR
Username_75_3,United Kingdom,"Always eager and passionate about technology, want to be part of the evolving tech and be a change.",2021-01-25T09:44:16Z,UK
Username_75_4,Brazil/Macaé-RJ,Computer science 🎓 Dev👨‍💻 Python|JavaScript|HTML|CSS|MySQL| DataBase|Front-end|Back-end ,2023-01-23T18:41:02Z,BR
Username_75_5,"India, West Bengal, Kolkata ",Cybersecurity Explorer Secured Dutch Tax Government Secured NASA  India's  Top 10 Hacker in Cybernetics ,2025-01-07T17:00:03Z,IN
Username_75_6,nigeria,"Software Developer with React, Nextjs, and React Native(ios & android) ",2022-01-01T23:52:03Z,NG
Username_75_7,United Kingdom,I'm a Fintech student learning machine learning and Algo Trading in University of Nottingham ,2022-01-18T23:20:04Z,UK
Username_75_8,Nigeria,A backend developer with Node.js/Express experience looking to collaborate with other developers.,2023-01-16T15:32:11Z,NG
Username_75_9,"Howrah, INDIA","JAVA Programmer|| Frontend Developer (React.js, HTML, CSS, JavaScript) || Building Supper App || ",2021-01-27T09:15:45Z,IN
Username_75_10,United States,Godot 4 Game Developer and co-founder of Guys In A Room Games,2023-01-10T00:31:14Z,US
