login,location,bio,createdAt,country
Username_82_1,India,"Hi,  I am Yash Parihar and I am a Business Analyst, Data Analyst. ",2025-01-12T16:14:09Z,IN
Username_82_2,India,"Movie maniac who happens to be a chess enthusiast. Also, I do programming...",2021-01-19T03:47:02Z,IN
Username_82_3,"Lagos, Nigeria","I'm Munachi, new to Frontend Development with a passion for coding.",2023-01-07T08:08:36Z,NG
Username_82_4,"Abuja, Nigeria","""Hello! I'm Seun, a data analyst and front-end developer. ",2023-01-17T16:50:20Z,NG
Username_82_5,"London, United Kingdom",The Varsity Jackets is a British-owned company specializing in winter and autumn apparel since 2014. ,2025-01-12T10:52:23Z,UK
Username_82_6,Brazil,"Cloud Specialist. Graduated in Technology in Computer Networks, with 18 years of experience in IT.",2022-01-17T15:58:45Z,BR
Username_82_7,United States,"I know Python and a bit of Javascript, and also play Minecraft and use Skript.",2022-01-11T13:33:47Z,US
Username_82_8,United States of America,"Software Engineer; Lua, Node.js, PHP for 5+ Years",2021-01-22T01:33:50Z,US
Username_82_9,"Fortaleza-Ceará, Brazil","Hello, My name is Erica I'm a FullStack  Developer ",2022-01-04T00:43:20Z,BR
Username_82_10,United Kingdom,"Hello, this is my github account! Here I post my OSS and contribute to other repos.",2021-01-22T13:23:07Z,UK
