login,location,bio,createdAt,country
Username_38_1,United States,"Hey, I'm Joseph Klenk, I create content and code.",2022-01-07T19:57:51Z,US
Username_38_2,India,"Data Analyst | Excel Specialist | Exploring SQL, Python & Power BI | Passionate about Data Automation & Visualization",2025-01-18T11:34:31Z,IN
Username_38_3,Nigeria,9mobile data plans is like your trusty bestie – always there for you.  ,2024-01-14T19:24:52Z,NG
Username_38_4,Nigeria,DevOps | Cloud Practitioner | AWS | GIT | Kubernetes | Terraform | ArgoCD | Gitlab | Immediate Joiner,2021-01-31T11:14:10Z,NG
Username_38_5,"20400 Main St, Carson, CA 90745, United States","Mayfield Environmental Solutions: Specializing in hazardous waste, stormwater, and remediation services.| Phone: +13108809647",2025-01-24T06:07:24Z,US
Username_38_6,United Kingdom,BEng in Electronic & Computer Engineering from the University of Nottingham. Love the craft. ,2023-01-11T20:12:43Z,UK
Username_38_7,India,"A Junior CSE(AIML) Undergrad  at Sikkim Manipal Institute of Technology '27, Majhitar, SIkkim ",2023-01-04T07:52:18Z,IN
Username_38_8,"São Paulo, Brazil","Software developer. Lover of problem solving and technology, with a beautiful design! :smile: ",2022-01-04T17:22:38Z,BR
Username_38_9,"London, United Kingdom",I am a Medical Radiographer passionate about Data Sciences and #HealthTech,2021-01-28T13:04:51Z,UK
Username_38_10,São Paulo - Brazil,I've just started coing python  ୭ ˚○◦˚ ˚○◦˚ °ˏ⸉ˋ,2025-01-11T21:51:32Z,BR
