login,location,bio,createdAt,country
Username_59_1,United kingdom,"M.S.Furnishings, Bringing Comfort To Your Home M.S Furnishings is a well-reputed wholesale business.",2021-01-08T12:38:16Z,UK
Username_59_2,United States Of America,"Full Stack Software Engineer | Masters Graduate with expertise in Programming Languages,FrontEnd & Backend with SDLC.",2023-01-19T22:57:02Z,US
Username_59_3,"England, United Kingdom","Hi, I am a application development engineer working at Infosys.",2022-01-15T16:42:24Z,UK
Username_59_4,United States,"Connect With Your Friends Online. Free. Share Photos And Videos, Messages And Get Updates From Your Communities ",2023-01-02T02:27:29Z,US
Username_59_5,India,"Our mission is to empower MLM businesses with cutting-edge technology, insightful strategies, and unwavering support.",2024-01-16T10:55:12Z,IN
Username_59_6,"Santa Catarina, Brazil",Web developer | HTML | CSS | Python | JavaScript | Git | GitHub | Figma,2024-01-15T12:24:19Z,BR
Username_59_7,Brazil,Just a guy learning web programming - #javascript #css #html #FrontEnd,2023-01-09T16:54:04Z,BR
Username_59_8,Lagos Nigeria,I'm a frontend developer passionate about building responsive and user-friendly web interfaces,2025-01-26T08:41:24Z,NG
Username_59_9,India,WeightLossCrown is a weight loss related website that provides evidence-based information and guidance to lose weight permanently.,2023-01-07T06:40:59Z,IN
Username_59_10,"Lagos, Nigeria.","I'm Jennifer Nwachukwu... A Project Controller, Instructional Designer and An Entrpreneur. Ambitious and Focused.",2023-01-17T10:29:34Z,NG
