login,location,bio,createdAt,country
Username_85_1,United Kingdom,- Master Degree in Medicine - Specialist in Ophthalmology - Subspecialty in Neuro-Ophthalmology  - PhD in Neurology,2021-01-13T13:01:12Z,UK
Username_85_2,"Los Angeles, California, United States","Applied mathematics and statistics graduate, who identifies as autistic, with a somewhat beginner's knowledge of coding.",2024-01-23T19:43:50Z,US
Username_85_3,"Pune, India",An IT professional with over 2 years of hands-on experience crafting dynamic web applications.,2022-01-03T05:59:57Z,IN
Username_85_4,"Allahabad, India","Final year student at Motilal Nehru National Institute of Technology, Allahabad",2022-01-10T06:43:02Z,IN
Username_85_5,Nigeria,"Name is Collins, a pro Logo and Web Developer, hoping to create magic with you! Cheers.",2023-01-12T06:09:40Z,NG
Username_85_6,"Offa, Nigeria",I generate reports and analyze data on local and international levels.,2023-01-08T13:21:35Z,NG
Username_85_7,United Kingdom,Hi I'm Phoenix a Trans Female who is living her dream to be the best developer. 😊❤,2024-01-08T21:52:36Z,UK
Username_85_8,"Dallas, United States","Software Engineer Full Stack Web Development | Passions inc: Music, Artificial Intelligence | Health | Economics",2022-01-12T02:59:18Z,US
Username_85_9,"Brazil, Rio de Janeiro, Rio das Ostras.",Desenvolvedor Front End Jr. HTML | CSS | Javascript | React.,2023-01-04T21:32:34Z,BR
Username_85_10,"Brazil, Porto Alegre - RS","IT Manager & Developer | 💻 Javascript, Python, PHP, SQL, MySQL, BI",2023-01-10T23:05:32Z,BR
