login,location,bio,createdAt,country
Username_48_1,Brazil,"I keep studying and building, give up is not a option!",2023-01-04T17:00:07Z,BR
Username_48_2,"India,Tripura,Agartala ","Passionate AI Enthusiast(CS) || DSA|| Web Dev(Front-End) || C++,Js || ",2024-01-13T03:43:12Z,IN
Username_48_3,United Kingdom,Learning coding after getting second civil engineering degree. I need your suport please.,2022-01-16T10:51:55Z,UK
Username_48_4,United States,20+ years of experience | Senior Full Stack Developer(Python Expert),2025-01-25T20:11:26Z,US
Username_48_5,"Divinópolis, MG - Brazil",👩🏻‍💻 Software Developer 👩🏻‍🎓 Computer Science Student; 🧠 Evolution Ad Eternum;,2022-01-17T02:33:15Z,BR
Username_48_6,"Lagos, Nigeria",A Data Engineer Who Is Dedicated and Passionate To My Work And Open For New Ideas,2021-01-01T19:27:49Z,NG
Username_48_7,"Branford, Connecticut, United States",Looking for a trusted bathroom remodeling contractor near your area? We Improve For You can help.,2024-01-05T18:53:28Z,US
Username_48_8,"Lagos, Nigeria. ",Exploring the cyber punk world of decentralization. Self taught smart contract developer ,2025-01-06T16:40:57Z,NG
Username_48_9,India ,I am a student of science but I want to learn technology and mix it ,2022-01-10T16:55:23Z,IN
Username_48_10,United Kingdom,Im currently learning about all things software and coding related!,2022-01-02T19:17:25Z,UK
