login,location,bio,createdAt,country
Username_16_1,India,Certified Data Analyst | Advanced Excel | Power BI | Tableau | MySQL | Python | Statistics.,2025-01-25T12:54:46Z,IN
Username_16_2,United States,Hi I'm Reese. I'm a Game Designer on Roblox. Contact me on Twitter @reesRBX.,2021-01-19T16:46:45Z,US
Username_16_3,United Kingdom,Ethereon Edge examination uncovers that  There is likewise a high probability that this stage will open you to more ,2025-01-29T06:09:57Z,UK
Username_16_4,FCT ABUJA. NIGERIA,"My name is Chinomso, i am goal driven, but not rigid.",2023-01-18T00:03:33Z,NG
Username_16_5,Florianópolis - Brazil,"Electronic Engineering student at IFSC. C, Java, and Python programer. Cyber security enthusiast.",2021-01-20T17:53:20Z,BR
Username_16_6,"Wukari Taraba State, Nigeria ",I'm a data analysis enthusiast who will love to learn more about data analysis.,2025-01-16T11:59:32Z,NG
Username_16_7,"Recife, PE, Brazil","Computer Science undergrad at CIn-UFPE. Interested in math, computer networks and web development.",2021-01-08T20:46:02Z,BR
Username_16_8,"Solapur, Maharashtra, India","Assistant Professor in the Department of Electronics at Walchand Institute of Technology, Solapur, Maharashtra, India",2024-01-23T07:13:12Z,IN
Username_16_9,"Old St Paul's Cathedral, United Kingdom","Æthelred (c. 966–23 April 1016) was King of the English (978–1013, 1014–1016).",2021-01-15T20:27:57Z,UK
Username_16_10,"Sterling, Virginia, United States","🌟 Hello! I’m Anita, a Communications Pro and Data Science Enthusiast!",2024-01-04T03:08:32Z,US
