login,location,bio,createdAt,country
Username_26_1,Brazil,Welcome to my perfil. Entering in the world programming. (HTML/CSS),2023-01-06T13:56:55Z,BR
Username_26_2,United Kingdom,"Programmer currently studying Computer Science. Skills in Java, TypeScript, LuaU / GLua and bash.",2022-01-16T20:27:55Z,UK
Username_26_3,"lagos,nigeria","Data Analyst Proficient in Microsoft Excel, Powerbi, SQL, and Tableau.",2024-01-23T00:17:25Z,NG
Username_26_4,United States,🧬 Postdoctoral Researcher | Gastrointestinal Neuroscience | SanFortis Biologics | Emory University,2025-01-25T15:46:49Z,US
Username_26_5,United States,What? We didn't need roofs to get into houses in the 1380's.,2021-01-20T18:36:01Z,US
Username_26_6,"São Paulo, Brazil",Electrical engineering student  Polytechnic School of the University of São Paulo(USP),2024-01-03T20:39:26Z,BR
Username_26_7,"Chennai, Tamil Nadu, India","Final Year in M.Sc. Integrated Computer Science 🎓 | CEG'26 🏫 | Anna University, Chennai",2022-01-06T11:00:11Z,IN
Username_26_8,Nigeria,"I am a python developer, I am also a php and Javascript developer.",2022-01-10T18:14:16Z,NG
Username_26_9,United Kingdom,"My code is awful, please don't use it : )",2021-01-29T01:46:23Z,UK
Username_26_10,India, Typescript / Material Ui / tailwind / React js / Next js / Node js,2022-01-01T17:17:49Z,IN
