login,location,bio,createdAt,country
Username_87_1,Etah Up India 207001 ,Building my foundation inn AI\ML with projects and looking for opportunities to learn and grow my skill .  ,2025-01-21T17:29:59Z,IN
Username_87_2,"Lagos, Nigeria ","Optimistic about solving problems and creating easier approaches, stick around and see what we'll build together ",2023-01-17T07:59:58Z,NG
Username_87_3,United Kingdom,Cyber Security SOC Analyst (Tier 2)@ NCC Group | CySA+| Security+,2025-01-30T21:15:53Z,UK
Username_87_4,Brazil,A Full Stack Python student. Improving my skills for programming everything.,2024-01-09T19:24:46Z,BR
Username_87_5,"Wales, United Kingdom",Just starting out in full stack web dev training. Always looking to learn 😄 ,2024-01-20T00:31:27Z,UK
Username_87_6,"Hyderabad, Telangana, India",Passionate developer interested in open-source projects and new technologies in AI and ML.,2024-01-07T19:22:05Z,IN
Username_87_7,United States,Tech enthusiast. CompTIA A+ | MTA Networking | HTML | CSS | Aspiring Software Developer.,2021-01-04T23:05:59Z,US
Username_87_8,"New York, United States.",None is higher than the other unless he is higher in virtue.,2024-01-14T09:40:08Z,US
Username_87_9,"Brasília, Brazil",Experimental psychologist and assistant professor at University of Brasília. Area of interest: visual perception & cognition.,2021-01-06T02:13:47Z,BR
Username_87_10,Nigeria,🔒Security Researcher || 🔐Cybersecurity Enthusiast || 🖥️Developer || 🔍Penetration Tester ,2023-01-02T01:50:28Z,NG
