login,location,bio,createdAt,country
Username_74_1,"Arizona, United States Of America","MS Graduate | Data Analyst | Machine Learning Enthusiast | Python, SQL, Tableau",2024-01-11T00:24:52Z,US
Username_74_2,United Kingdom,"Cybersecurity graduate with passion for exploring cutting-edge technologies, developing secure systems and building innovative solutions",2021-01-19T08:18:55Z,UK
Username_74_3,"São José dos Campos, São Paulo, Brazil",Software developer with major interests in automation. Python | Javascript | C | Web,2024-01-17T15:15:55Z,BR
Username_74_4,"New York,United States",HandyBuilds - Building innovative software solutions to empower businesses and individuals worldwide.,2024-01-08T06:47:27Z,US
Username_74_5,"Worcester, United Kingdom",Digital creator with a passion for storytelling!  Junior Web Developer at Substrakt!,2022-01-20T11:45:15Z,UK
Username_74_6,"Bengaluru, India",🚀 MCA Student | Python & Java | Cloud Security & AWS | AI & Data Enthusiast 💡 ,2025-01-30T10:53:07Z,IN
Username_74_7,"Coimbatore , India", Full-Stack Python Developer | Django | Passionate about building scalable and efficient web applications,2025-01-01T14:26:55Z,IN
Username_74_8,Enugu Nigeria,"Success is your duty, your responsibility, and your obligation!!!!",2021-01-12T11:20:27Z,NG
Username_74_9,"Edo State, Nigeria","Lover of Christ, willing to work and assist. A Software Developer and Graphic designer.",2023-01-18T09:49:57Z,NG
Username_74_10,"Campo Grande, Mato Grosso do Sul, Brazil","Economics academic, I am improving my data science skills to improve my analysis.",2025-01-13T15:23:57Z,BR
