login,location,bio,createdAt,country
Username_91_1,United States,A 18 Year Old Developer and Music Artist With Over 7 Years Of Programming And A Certification In Cyber Sec,2022-01-07T02:52:56Z,US
Username_91_2,Brazil,Software Engineer. Java. Go. Typescript. Low level programming enthusiast. Seeking knowledge over results.,2022-01-13T20:34:30Z,BR
Username_91_3,"Washington, Tyne and Wear, United Kingdom",ASC Football Welcome to ASC Football. These football strategy pointers are great for beginners. ,2023-01-13T07:54:37Z,UK
Username_91_4,"Fortaleza-CE, Brazil",Java programmer who loves new challenges and is always thinking about learning even more.,2022-01-08T02:32:44Z,BR
Username_91_5,India,Hi I am a second year college techie who likes to code and learn about Data Structures and Algorithms,2021-01-15T13:05:26Z,IN
Username_91_6,Nigeria, Hard work and continuous learning to grow as a developer and problem-solver,2025-01-24T17:28:28Z,NG
Username_91_7,Nigeria ,"A Physiotherapist, Product Manager and Alx Software Engineering Trainee. Am Passionate about building impactful software solutions. ",2023-01-17T20:32:50Z,NG
Username_91_8,United States of America ,"Entrepreneur and Advertiser Emarketing Industry, Advertising Marketing Agency, Online Business ",2022-01-02T14:11:52Z,US
Username_91_9,United Kingdom,Originally an on-prem Infrastructure Engineer / Sysadmin that fallen into the world of AWS and DevOps.,2021-01-31T17:52:28Z,UK
Username_91_10,"Bangalore, India",Innovative Java Full Stack and Android Developer with a Portfolio of Professional Projects,2022-01-12T07:33:20Z,IN
