login,location,bio,createdAt,country
Username_79_1,India,"“O boundless, within bounds, you play your own tunes”",2023-01-03T06:02:24Z,IN
Username_79_2,"Lagos, Nigeria",I am a Fullstack Web Developer.  Welcome to my world.,2024-01-15T11:02:15Z,NG
Username_79_3,Nigeria,Full Stack Web Developer|| NextJS || MongoDB || ReactJS || JavaScript || Typescript || Web Developer || SEO Optimizer ||,2022-01-04T09:02:54Z,NG
Username_79_4,"Bangalore, India",Before software can be reusable it first has to be usable. (Ralph Johnson),2021-01-04T16:44:23Z,IN
Username_79_5,Brazil,"Future developer with a passion for technology. Forever curious, always learning. 💻✨",2025-01-16T19:06:02Z,BR
Username_79_6,United States,"Hello Everyone, You can check out the website I've been working on here with the related articles.",2025-01-25T11:47:24Z,US
Username_79_7,"Rio de Janeiro, Brazil.",Software Engineer.  Enthusiast of technology and the development of innovative solutions. ,2025-01-20T13:08:38Z,BR
Username_79_8,United Kingdom,Computer Science with Artificial Intelligence student at the University of Leeds.,2021-01-23T16:01:08Z,UK
Username_79_9,"London, United Kingdom","Senior Data Analyst with experience across Management Consulting, Fintech and Education. ",2021-01-01T07:12:22Z,UK
Username_79_10,United States,"SQL, R & Python with a focus on ML Modeling!",2022-01-16T19:52:46Z,US
