login,location,bio,createdAt,country
Username_34_1,"Ondo, Nigeria.",I love to work consistently on any project I decide to work on.,2021-01-01T22:12:31Z,NG
Username_34_2,"Jharkhand, India ","love gaming... Experience in python, html, css, and ex graphics designer..",2023-01-16T14:26:49Z,IN
Username_34_3,"Recife, Pernambuco, Brazil","5/10 Computer Engineering at UFPE (Federal University of Pernambuco), Brazil.",2023-01-03T18:58:38Z,BR
Username_34_4,United Kingdom,Studying Computer Science at the University of Nottingham. Doing worldbuilding-based programming in @Land-of-Aevitas ,2021-01-24T10:27:52Z,UK
Username_34_5,"San Jose, CA, United States","Computer Scientist at SJSU | Skills: Java, SQL, C, Python, Javascript",2021-01-28T20:45:03Z,US
Username_34_6,Brazil,"I´m not a programmer, but stay here because i want, right?",2021-01-20T23:07:15Z,BR
Username_34_7,"1661 Central Ave. St. Petersburg, FL 33713 Florida, United States",Accessibility Innovations is among the trusted accessibility consulting services known for its expertise and high compliance standards.,2025-01-02T08:02:24Z,US
Username_34_8,"Rajkot, Gujarat, India",I am a good boy trying to be a good coder.,2024-01-12T05:53:38Z,IN
Username_34_9,NIGERIA,Hello I am Michael with experience in Blockchain Development since 2019 and still learning,2022-01-07T13:08:06Z,NG
Username_34_10,"London, United Kingdom","Web3 enthusiast | specialized in Ethereum, Solidity, Hardhat, Truffle, Node.js.",2023-01-06T11:35:46Z,UK
